UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
2946,1951,Female,"over $150,000",Married (no kids),Master's Degree,Democrat,1,No Response,No,No,No,No,Yes,Public,Yes,No,No,No,Yes,Yes,No Response,Science,Try first,Yes,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,TMI,Yes,No,Tunes,Technology,Yes,No,Yes,Yes,Yes,Demanding,No,Mac,Yes,Cautious,Yes,No Response,No,No Response,No Response,Online,Yes,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,96
2947,1971,Male,"over $150,000",Married (w/kids),Doctoral Degree,Democrat,1,No,No,No,Yes,Yes,No,Public,Yes,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,Yes,Mysterious,Yes,No,Talk,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,101
2948,1964,Female,No Response,No Response,No Response,No Response,1,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,No,Yes,No,No Response,Science,Try first,No,No Response,Yes,Yes,Giving,Yes,No,No Response,No Response,No,Cool headed,No Response,No,Happy,Yes,Yes,Yes,No Response,A.M.,Yes,Start,Yes,Yes,Circumstances,No,No,No,No,No,Mysterious,No,No,Tunes,Technology,Yes,No,No,No,No,Supportive,No,Mac,Yes,Cautious,No,No Response,No,No Response,No,In-person,No,No,Yes,Yes,Yay people!,No,No,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,67
2949,1959,Male,"over $150,000",Married (w/kids),No Response,Republican,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,TMI,Yes,No,Talk,People,Yes,Yes,Yes,Yes,Yes,Supportive,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Own,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,39
2952,1981,Male,"over $150,000",Married (no kids),Master's Degree,Independent,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,Receiving,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Mysterious,Yes,Yes,Talk,People,No,Yes,Yes,Yes,Yes,No Response,No Response,Mac,Yes,Risk-friendly,No,Yes!,No Response,Socialize,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,Yes,No,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,24
2953,1957,Female,"$100,001 - $150,000",Married (no kids),No Response,Democrat,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,Yes,Yes,No,Supportive,No,Mac,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No Response,29
2954,1992,Female,"under $25,000",Married (w/kids),High School Diploma,Independent,1,No Response,No Response,No,No,No,No,Public,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,No,End,No,Yes,Me,No,No,Yes,No,No,TMI,Yes,No,Tunes,People,Yes,Yes,Yes,No,No Response,Supportive,No,Mac,Yes,Cautious,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Grrr people,No,No,Yes,No,No,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,Pessimist,Mom,No Response,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,63
2955,1991,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Democrat,1,No Response,No,No,No,Yes,No,Public,No,Yes,Yes,No,No,Yes,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Start,Yes,No,Circumstances,Yes,No,No,Yes,No,TMI,No,No Response,Tunes,Technology,No,No Response,No Response,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,Yes,Yes,No Response,Rent,Pessimist,Dad,Yes,No,Yes,Yes,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No Response,No Response,Yes,50
2959,1972,Male,"$100,001 - $150,000",Single (no kids),Master's Degree,Democrat,1,No Response,No Response,No Response,No Response,No,Yes,Public,No,Yes,No,Yes,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,Yes,Mysterious,No,Yes,Talk,People,Yes,Yes,No,No,Yes,Demanding,Yes,No Response,No Response,Risk-friendly,No Response,Umm...,No,Socialize,No,In-person,No Response,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Rent,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,Yes,Yes,No,Yes,72
2960,1997,Male,"$25,001 - $50,000",Single (no kids),Current K-12,Independent,0,Yes,Yes,No,No,Yes,No,Private,No,No,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,No Response,No,Yes,Yes,No,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,100
2961,1978,Male,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Democrat,1,No,No,No,Yes,No Response,No,Private,No,Yes,No,Yes,No,No,Yes,Science,Study first,No Response,Yes,No,No,Receiving,No,No,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,No Response,Yes,No,No Response,Yes,Start,Yes,No,Me,No Response,Yes,Yes,No Response,No,Mysterious,No Response,No,Talk,Technology,No,No,No,No,No,Demanding,No Response,PC,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No,93
2962,1993,Female,No Response,Single (no kids),Current Undergraduate,No Response,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,PC,Yes,Cautious,No Response,Umm...,No Response,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,No,No,No Response,No,Yes,No,Yes,No Response,No,Yes,No,No,Own,No Response,Dad,No,Yes,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,No,No,No,32
2963,1990,Male,"under $25,000",Single (no kids),Current Undergraduate,Republican,1,No Response,No Response,No,No,No,No,Public,Yes,Yes,No,No Response,No Response,Yes,Yes,Science,Study first,No,Yes,No Response,Yes,Giving,Yes,Yes,No Response,No,No,No Response,No Response,No,No Response,No Response,Yes,No,No,P.M.,Yes,Start,No Response,No,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No Response,Yes,Yes,89
2964,1983,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Other,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,Yes,No,No Response,Yes,Science,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No,No,Yes,No Response,No Response,Optimist,Mom,No Response,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,No Response,No Response,No Response,No Response,22
2965,1977,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,1,No Response,No Response,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,No,Start,Yes,Yes,Me,No,No,No,No,No Response,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,Yes,Yes,Demanding,No Response,No Response,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Grrr people,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Own,Pessimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,No,No,No,Yes,No,No,Yes,96
2968,1984,Female,No Response,Married (no kids),No Response,Democrat,1,No Response,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,Yes,No,No,Yes,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Circumstances,No,No Response,No Response,Yes,Yes,Mysterious,No,No,Tunes,People,No,No,No,No,Yes,Supportive,Yes,Mac,No,Risk-friendly,Yes,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Own,Optimist,Mom,Yes,No,Yes,No,Check!,Yes,No,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,92
2969,1970,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Republican,1,No Response,Yes,No,Yes,No Response,No Response,No Response,No,Yes,No,Yes,No,No,No Response,Science,No Response,No Response,No Response,No,No Response,Giving,No Response,No Response,No Response,No Response,No Response,Cool headed,Odd hours,No,No Response,No,Yes,No,Yes,P.M.,No Response,End,No Response,No Response,Me,No Response,No Response,No Response,No Response,No Response,Mysterious,No Response,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Risk-friendly,No Response,No Response,No,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No,No,No,No,No,Own,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No Response,No Response,No,No,No Response,No Response,No Response,No Response,45
2971,1976,Male,"$75,000 - $100,000",Single (no kids),No Response,Republican,1,Yes,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,No,No,Me,Yes,Yes,Yes,No,Yes,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,No,Yes,Grrr people,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,No,Yes,Nope,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,101
2974,NA,Male,No Response,Single (no kids),Current K-12,Democrat,1,No Response,No,No,No,No,Yes,Public,No,No,No,No,No,No,No,Art,Try first,No,Yes,Yes,No,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,No,No,Yes,A.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,No,Yes,TMI,No,No,Tunes,People,No,Yes,Yes,No,No,Supportive,Yes,PC,No,Cautious,No,Yes!,Yes,Socialize,No,In-person,No,Yes,No Response,No Response,No Response,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Nope,No,No,No,No,Yes,Yes,Only-child,Yes,Yes,No Response,89
2975,1995,Male,No Response,Single (no kids),Current Undergraduate,Republican,0,No Response,Yes,Yes,Yes,Yes,No,Public,No,Yes,Yes,Yes,No,No Response,No,Science,No Response,No,Yes,No Response,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Tunes,People,No,No,Yes,Yes,Yes,Demanding,Yes,PC,No Response,No Response,No Response,No Response,No,No Response,No Response,In-person,No,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,29
2976,1982,Male,"over $150,000",Married (no kids),Master's Degree,Libertarian,1,No,Yes,No,Yes,Yes,Yes,Private,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,No,Idealist,Yes,No,Hot headed,Odd hours,Yes,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,No,Yes,Yes,No,No Response,No Response,No Response,No Response,Yes,Cautious,No,Umm...,No,Socialize,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,No,No,No,Yes,Yes,No,Yes,97
2978,1992,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,1,No Response,No Response,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,Yes,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,99
2979,1989,Male,"under $25,000",Single (no kids),Current Undergraduate,Other,1,No Response,Yes,No,No,Yes,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,No,Right,Yes,No,No,Yes,A.M.,Yes,End,Yes,No,Me,No,No,Yes,No,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Yay people!,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Rent,Optimist,Dad,No,Yes,Yes,Yes,No Response,No Response,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,98
2980,1977,Male,"$75,000 - $100,000",Single (w/kids),No Response,Independent,0,No Response,Yes,No,Yes,No Response,Yes,Public,No Response,No Response,No Response,Yes,Yes,No,Yes,Science,No Response,Yes,Yes,No,Yes,Giving,No,No,No Response,No,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,Yes,No,Yes,Yes,No Response,Yes,No,Talk,No Response,No,No Response,No Response,No Response,No Response,Supportive,Yes,Mac,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No Response,No Response,No,35
2981,1950,Male,"$25,001 - $50,000",Married (w/kids),No Response,Republican,1,No Response,No Response,No Response,No Response,No,No,Public,No,No,No,No,Yes,No,Yes,Science,No Response,No,No,No,Yes,Receiving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,No Response,Start,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,No,No,Supportive,No,Mac,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Yes,No Response,No,41
2986,1991,Male,"$25,001 - $50,000",Married (w/kids),High School Diploma,Libertarian,0,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,Yes,No,No,Receiving,Yes,Yes,Idealist,Yes,Yes,Hot headed,Odd hours,No,Right,No,No,Yes,Yes,P.M.,No,Start,No,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,No,Demanding,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,No,Grrr people,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Own,Pessimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,Yes,No,No,101
2988,1997,Female,No Response,Single (no kids),Current K-12,Independent,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Hot headed,Standard hours,No,No Response,No,Yes,No Response,Yes,P.M.,Yes,No Response,Yes,No,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,No Response,No Response,No Response,No,PC,No Response,Cautious,Yes,Yes!,No,Space,No,In-person,No Response,No Response,Yes,Yes,Grrr people,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,No Response,No Response,No,No Response,No Response,Pessimist,No Response,Yes,No,Yes,Yes,No Response,No,No,No,No,No,No,Yes,No Response,No,Yes,40
2989,1996,Male,No Response,No Response,No Response,Libertarian,0,No,No Response,No,No,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,No,Receiving,Yes,Yes,No Response,No,No,Cool headed,Odd hours,No,Right,No,No,No,Yes,P.M.,Yes,Start,No Response,No Response,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,No,Yes,Grrr people,Yes,No Response,No Response,No,No,Yes,No,No,Yes,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,No,Yes,No,95
2990,1986,Male,"over $150,000",Married (w/kids),No Response,Republican,0,No Response,No Response,No,Yes,Yes,No,Public,No,Yes,No,No,No,No,Yes,Art,Study first,No,No,No,No,Giving,No,No Response,No Response,No Response,No Response,Cool headed,Odd hours,No,Happy,Yes,No,Yes,No,A.M.,No,End,No,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,No,Yes,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,95
2992,1980,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,Yes,No,P.M.,No,Start,Yes,Yes,Me,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No,No Response,No Response,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No Response,No Response,Yes,No,Yes,Yes,Yes,Own,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,36
2993,1976,Female,"$100,001 - $150,000",Married (w/kids),No Response,Republican,1,No Response,No Response,No,No Response,No,No,Public,No,Yes,No,Yes,No,No Response,No Response,No Response,Try first,Yes,No,No,Yes,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,Yes,Right,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Tunes,Technology,Yes,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No Response,Yes!,No,Space,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Yes,42
2995,1988,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,Republican,0,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,No,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,No,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,No,Grrr people,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Rent,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Only-child,No,No,No,101
2999,1996,Female,No Response,Single (no kids),Current K-12,Republican,1,No Response,No Response,No,No,Yes,No Response,Public,No Response,No,No,No,No Response,Yes,Yes,No Response,Try first,No,Yes,No Response,No,No Response,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No Response,Yes,No Response,No Response,End,Yes,No,No Response,No,No,Yes,Yes,No,Mysterious,No,Yes,No Response,No Response,Yes,Yes,Yes,No,Yes,Supportive,No Response,PC,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No Response,No,No,No,No Response,Yes,Yes,No,No,No,Yes,No,No Response,Optimist,No Response,No,No,Yes,Yes,Check!,No,No,No,No Response,Yes,Yes,Yes,Yes,Yes,Yes,81
